- HALTI
68.7655555555556,21.3797222222222,start,0.0,0,0,0
68.7624026022946,21.2990835422031,kp1,0.0,0,0,0
68.8222375435045,21.2084765352059,kp2,0.0,0,0,0
68.8961504547797,20.9990590312867,kp3,0.0,0,0,0
68.8929886355438,20.9046188966139,kp4,0.0,0,0,0
68.9358820869022,20.8447994810384,kp5,0.0,0,0,0
68.9562894775521,20.9252230782975,kp6,0.0,0,0,0
69.0322011332034,20.776311473738,kp7,0.0,0,0,0
69.06,20.5486111111111,kp8,0.0,0,0,0
69.1197904927556,20.7173223261905,kp9,0.0,0,0,0
69.0362896679019,21.0575439123718,kp10,0.0,0,0,0
69.1039291229572,21.1086751240358,kp11,0.0,0,0,0
69.1932767867613,20.9867202308417,kp12,0.0,0,0,0
69.2216503332088,21.0081980650981,kp13,0.0,0,0,0
69.2595471443146,21.0940221221219,kp14,0.0,0,0,0
69.3118840153646,21.2788207816323,kp15,0.0,0,0,0
69.2765883025064,21.6270863244425,kp16,0.0,0,0,0
69.0827777777778,21.9644444444444,kp17,0.0,0,0,0
68.7655555555556,21.3797222222222,start,0.0,0,0,0
- KVARKEN
61.6205555555556,19.4872222222222,start,0.0,0,0,0
61.6666666666667,19.5,kp1,0.0,0,0,0
63.1666666666667,20.1666666666667,kp2,0.0,0,0,0
63.475,20.6666666666667,kp3,0.0,0,0,0
63.5125,20.8838888888889,kp4,0.0,0,0,0
61.6205555555556,19.4872222222222,start,0.0,0,0,0
- MANTO LOWER
69.6933333333333,25.9480555555556,start,0.0,0,0,0
69.7198696261152,26.0154224730786,kp1,0.0,0,0,0
69.7490449912711,26.1476897877975,kp2,0.0,0,0,0
69.8091863484047,26.2586463819609,kp3,0.0,0,0,0
69.8548691625991,26.3850223836116,kp4,0.0,0,0,0
69.940416210841,26.4677073478562,kp5,0.0,0,0,0
69.9601955357023,26.8486723062176,kp6,0.0,0,0,0
69.9108218184226,27.0418132097363,kp7,0.0,0,0,0
69.9547326134081,27.3006654264487,kp8,0.0,0,0,0
69.984517750992,27.288789307435,kp9,0.0,0,0,0
70.0123186747974,27.4092810315971,kp10,0.0,0,0,0
70.0234637958038,27.5259867917309,kp11,0.0,0,0,0
70.0745602518489,27.6124553923087,kp12,0.0,0,0,0
70.0716960364157,27.7601103040558,kp13,0.0,0,0,0
70.0920997296961,27.9593814143109,kp14,0.0,0,0,0
70.0139706640238,27.984285246604,kp15,0.0,0,0,0
69.9209936834823,28.1607127695676,kp16,0.0,0,0,0
69.8808321199645,28.3452680472709,kp17,0.0,0,0,0
69.8491925382525,28.3304761175685,kp18,0.0,0,0,0
69.6766666666667,29.1372222222222,kp19,0.0,0,0,0
69.6427777777778,29.1727777777778,kp20,0.0,0,0,0
69.6933333333333,25.9480555555556,start,0.0,0,0,0
- MANTO UPPER
69.6933333333333,25.9480555555556,start,0.0,0,0,0
69.7198696261152,26.0154224730786,kp1,0.0,0,0,0
69.7490449912711,26.1476897877975,kp2,0.0,0,0,0
69.8091863484047,26.2586463819609,kp3,0.0,0,0,0
69.8548691625991,26.3850223836116,kp4,0.0,0,0,0
69.940416210841,26.4677073478562,kp5,0.0,0,0,0
69.9601955357023,26.8486723062176,kp6,0.0,0,0,0
69.9108218184226,27.0418132097363,kp7,0.0,0,0,0
69.9547326134081,27.3006654264487,kp8,0.0,0,0,0
69.984517750992,27.288789307435,kp9,0.0,0,0,0
70.0123186747974,27.4092810315971,kp10,0.0,0,0,0
70.0234637958038,27.5259867917309,kp11,0.0,0,0,0
70.0745602518489,27.6124553923087,kp12,0.0,0,0,0
70.0716960364157,27.7601103040558,kp13,0.0,0,0,0
70.0920997296961,27.9593814143109,kp14,0.0,0,0,0
70.0139706640238,27.984285246604,kp15,0.0,0,0,0
69.9209936834823,28.1607127695676,kp16,0.0,0,0,0
69.8808321199645,28.3452680472709,kp17,0.0,0,0,0
69.8491925382525,28.3304761175685,kp18,0.0,0,0,0
69.6766666666667,29.1372222222222,kp19,0.0,0,0,0
69.6427777777778,29.1727777777778,kp20,0.0,0,0,0
69.6933333333333,25.9480555555556,start,0.0,0,0,0
- EFET FIZ UPPER
68.7705555555556,23.9308333333333,start,0.0,0,0,0
68.6761111111111,24.2980555555556,kp1,0.0,0,0,0
68.4819444444445,24.4166666666667,kp2,0.0,0,0,0
68.1741666666667,24.5,kp3,0.0,0,0,0
68.115,24.3961111111111,kp4,0.0,0,0,0
68.1105555555556,24.3497222222222,kp5,0.0,0,0,0
68.065,24.2683333333333,kp6,0.0,0,0,0
68.0358333333333,23.5402777777778,kp7,0.0,0,0,0
68.2,23.2263888888889,kp8,0.0,0,0,0
68.3358333333333,23.0236111111111,kp9,0.0,0,0,0
68.4161111111111,22.7572222222222,kp10,0.0,0,0,0
68.6291666666667,23.1608333333333,kp11,0.0,0,0,0
68.6975,23.4461111111111,kp12,0.0,0,0,0
68.7133333333333,23.6644444444444,kp13,0.0,0,0,0
68.7705555555556,23.9308333333333,start,0.0,0,0,0
- EFKI FIZ UPPER
64.5686111111111,28.3047222222222,start,0.0,0,0,0
64.4408333333333,28.6288888888889,kp1,0.0,0,0,0
64.2775,28.6922222222222,kp2,0.0,0,0,0
64.1111111111111,28.4863888888889,kp3,0.0,0,0,0
63.9305555555556,27.7180555555556,kp4,0.0,0,0,0
63.9991666666667,27.0930555555556,kp5,0.0,0,0,0
64.1236111111111,26.7666666666667,kp6,0.0,0,0,0
64.2869444444444,26.6919444444444,kp7,0.0,0,0,0
64.4563888888889,26.8883333333333,kp8,0.0,0,0,0
