Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Vesa Lappalainen,OTHER_OUTDOOR,27.06.2018,13:45:02,03:03:28,39.60,,13.0,98.8,04:38,00:36,502,72,,,,0,276,344,,177.0,78.0,170,60,41,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:22:25,,3.4,17:39,,180,,1007.60,30.5,,
,00:22:26,,3.5,17:09,,180,,1008.40,30.5,,
,00:22:27,,3.6,16:40,,180,,1009.30,30.5,,
,00:22:28,,3.8,15:47,,180,,1010.70,30.5,,
,00:22:29,,3.9,15:23,,180,,1012.00,30.5,,
,00:22:30,,4.1,14:38,,180,,1013.60,30.5,,
,00:22:31,,4.1,14:38,,180,,1014.90,30.5,,
,00:22:32,,4.1,14:38,,180,,1016.40,30.4,,
,00:22:33,,4.1,14:38,,180,,1017.80,30.5,,
,00:22:34,,4.1,14:38,,180,,1019.00,30.5,,
,00:22:35,,4.0,15:00,,180,,1020.10,30.5,,
,00:22:36,,4.0,15:00,,180,,1021.10,30.5,,
,00:22:37,,4.0,15:00,,180,,1021.80,30.5,,
,00:22:38,,3.9,15:23,,180,,1022.70,30.5,,
,00:22:39,,3.9,15:23,,181,,1023.60,30.4,,
,00:22:40,,4.0,15:00,,181,,1024.40,30.5,,
,00:22:41,,4.0,15:00,,181,,1025.50,30.6,,
,00:22:42,,4.0,15:00,,181,,1026.80,30.4,,
,00:22:43,,4.0,15:00,,181,,1028.10,30.5,,
,00:22:44,,4.0,15:00,,181,,1029.30,30.7,,
,00:22:45,,4.0,15:00,,181,,1030.50,30.6,,
,00:22:46,,4.0,15:00,,181,,1031.50,30.5,,
,00:22:47,,3.9,15:23,,181,,1032.60,30.6,,
,00:22:48,,3.9,15:23,,181,,1033.40,30.9,,
,00:22:49,,3.9,15:23,,181,,1034.40,30.5,,
,00:22:50,,3.8,15:47,,181,,1035.10,30.5,,
,00:22:51,,3.8,15:47,,181,,1035.50,30.6,,
,00:22:52,,3.7,16:13,,181,,1036.10,30.5,,
,00:22:53,,3.6,16:40,,181,,1036.70,30.5,,
,00:22:54,,3.5,17:09,,181,,1037.40,30.6,,
,00:22:55,,3.4,17:39,,181,,1038.20,30.5,,
,00:22:56,,3.4,17:39,,181,,1038.90,30.6,,
,00:22:57,,3.4,17:39,,181,,1039.90,30.5,,
,00:22:58,,3.4,17:39,,181,,1040.80,30.5,,
,00:22:59,,3.5,17:09,,180,,1041.60,30.5,,
,00:23:00,,3.5,17:09,,180,,1042.80,30.5,,
,00:23:01,,3.6,16:40,,180,,1043.90,30.5,,
,00:23:02,,3.6,16:40,,180,,1045.20,30.5,,
,00:23:03,,3.5,17:09,,180,,1046.20,30.4,,
,00:23:04,,3.5,17:09,,180,,1047.20,30.5,,
,00:23:05,,3.4,17:39,,180,,1048.20,30.5,,
,00:23:06,,3.3,18:11,,180,,1049.00,30.5,,
,00:23:07,,3.2,18:45,,180,,1049.70,30.5,,
,00:23:08,,0.0,00:00,,180,,1050.20,30.5,,
,00:23:09,,0.0,00:00,,180,,1050.20,30.5,,
,00:23:10,,0.0,00:00,,180,,1050.20,30.5,,
,00:23:11,,0.0,00:00,,180,,1050.20,30.5,,
,00:23:12,,0.0,00:00,,180,,1050.20,30.5,,
,00:23:13,,1.1,54:33,,180,,1050.20,30.5,,
,00:23:14,,1.4,42:51,,180,,1050.20,30.5,,
,00:23:15,,1.8,33:20,,180,,1050.20,30.4,,
,00:23:16,,2.0,30:00,,180,,1050.50,30.5,,
,00:23:17,,2.0,30:00,,180,,1051.30,30.5,,
,00:23:18,,1.9,31:35,,180,,1052.00,30.5,,
,00:23:19,,2.0,30:00,,180,,1052.80,30.5,,
,00:23:20,,2.1,28:34,,180,,1053.80,30.5,,
,00:23:21,,2.2,27:16,,180,,1054.60,30.5,,
,00:23:22,,2.2,27:16,,180,,1055.80,30.5,,
,00:23:23,,1.9,31:35,,180,,1056.60,30.5,,
,00:23:24,,1.6,37:30,,180,,1057.30,30.4,,
,00:23:25,,0.0,00:00,,180,,1057.80,30.5,,
,00:23:26,,0.0,00:00,,180,,1057.80,30.5,,
,00:23:27,,1.2,50:00,,180,,1057.80,30.5,,
,00:23:28,,1.6,37:30,,180,,1058.20,30.4,,
,00:23:29,,1.7,35:18,,179,,1058.90,30.4,,
,00:23:30,,2.1,28:34,,179,,1059.70,30.5,,
,00:23:31,,2.3,26:05,,179,,1060.30,30.5,,
,00:23:32,,2.4,25:00,,179,,1061.40,30.5,,
,00:23:33,,2.2,27:16,,179,,1062.40,30.4,,
,00:23:34,,1.7,35:18,,179,,1063.50,30.6,,
,00:23:35,,1.2,50:00,,179,,1064.40,30.5,,
,00:23:36,,0.0,00:00,,179,,1065.00,30.5,,
,00:23:37,,0.0,00:00,,179,,1065.00,30.5,,
,00:23:38,,0.0,00:00,,179,,1065.00,30.5,,
,00:23:39,,0.0,00:00,,178,,1065.00,30.5,,
,00:23:40,,1.2,50:00,,178,,1065.00,30.5,,
,00:23:41,,1.7,35:18,,178,,1065.00,30.4,,
,00:23:42,,1.9,31:35,,178,,1065.10,30.5,,
,00:23:43,,2.0,30:00,,178,,1065.40,30.5,,
,00:23:44,,2.0,30:00,,178,,1066.10,30.5,,
,00:23:45,,1.9,31:35,,178,,1066.90,30.5,,
,00:23:46,,1.8,33:20,,178,,1067.70,30.6,,
,00:23:47,,1.8,33:20,,178,,1068.60,30.4,,
,00:23:48,,1.7,35:18,,178,,1069.70,30.4,,
,00:23:49,,1.7,35:18,,178,,1070.40,30.5,,
,00:23:50,,1.7,35:18,,178,,1071.10,30.4,,
,00:23:51,,1.9,31:35,,177,,1072.00,30.5,,
,00:23:52,,2.0,30:00,,177,,1072.90,30.3,,
,00:23:53,,2.1,28:34,,177,,1073.50,30.4,,
,00:23:54,,2.3,26:05,,177,,1074.30,30.4,,
,00:23:55,,2.3,26:05,,178,,1075.40,30.5,,
,00:23:56,,2.3,26:05,,178,,1076.30,30.4,,
,00:23:57,,2.4,25:00,,177,,1077.20,30.4,,
,00:23:58,,2.4,25:00,,177,,1078.30,30.4,,
,00:23:59,,2.5,24:00,,177,,1079.40,30.4,,
,00:24:00,,2.5,24:00,,177,,1080.60,30.4,,
,00:24:01,,2.6,23:05,,177,,1081.80,30.4,,
,00:24:02,,2.7,22:13,,177,,1083.00,30.4,,
,00:24:03,,2.8,21:26,,177,,1084.50,30.4,,
,00:24:04,,2.8,21:26,,177,,1085.80,30.4,,
,00:24:05,,3.0,20:00,,176,,1086.90,30.3,,
,00:24:06,,3.1,19:21,,176,,1088.00,30.4,,
,00:24:07,,3.1,19:21,,176,,1089.00,30.5,,
,00:24:08,,3.2,18:45,,176,,1090.00,30.4,,
,00:24:09,,3.2,18:45,,176,,1091.10,30.4,,
,00:24:10,,3.2,18:45,,176,,1091.90,30.4,,
,00:24:11,,3.3,18:11,,176,,1092.70,30.5,,
,00:24:12,,3.3,18:11,,176,,1093.60,30.4,,
,00:24:13,,3.4,17:39,,176,,1094.60,30.5,,
,00:24:14,,3.4,17:39,,176,,1095.80,30.3,,
,00:24:15,,3.3,18:11,,175,,1096.60,30.4,,
,00:24:16,,3.3,18:11,,175,,1097.30,30.4,,
,00:24:17,,0.0,00:00,,175,,1098.10,30.4,,
,00:24:18,,0.0,00:00,,175,,1098.10,30.4,,
,00:24:19,,1.3,46:09,,175,,1098.10,30.3,,
,00:24:20,,1.9,31:35,,175,,1098.10,30.5,,
,00:24:21,,2.3,26:05,,175,,1098.80,30.3,,
,00:24:22,,2.7,22:13,,175,,1099.70,30.4,,
,00:24:23,,3.3,18:11,,175,,1100.50,30.3,,
,00:24:24,,3.8,15:47,,175,,1102.00,30.4,,
,00:24:25,,3.9,15:23,,174,,1103.80,30.3,,
,00:24:26,,3.8,15:47,,174,,1105.60,30.5,,
,00:24:27,,3.6,16:40,,174,,1107.20,30.4,,
,00:24:28,,3.5,17:09,,174,,1109.00,30.4,,
,00:24:29,,3.4,17:39,,174,,1110.80,30.3,,
,00:24:30,,3.3,18:11,,174,,1112.40,30.4,,
,00:24:31,,3.4,17:39,,174,,1114.00,30.4,,
,00:24:32,,3.6,16:40,,174,,1115.50,30.3,,
,00:24:33,,3.9,15:23,,174,,1117.10,30.3,,
,00:24:34,,3.9,15:23,,174,,1118.50,30.3,,
,00:24:35,,3.9,15:23,,174,,1120.00,30.3,,
,00:24:36,,3.8,15:47,,174,,1121.60,30.3,,
,00:24:37,,3.8,15:47,,173,,1123.00,30.4,,
,00:24:38,,3.7,16:13,,173,,1124.50,30.3,,
,00:24:39,,3.6,16:40,,173,,1126.00,30.1,,
,00:24:40,,3.6,16:40,,173,,1127.40,30.4,,
,00:24:41,,3.7,16:13,,173,,1128.80,30.3,,
,00:24:42,,3.7,16:13,,173,,1130.30,30.3,,
,00:24:43,,3.8,15:47,,173,,1131.80,30.4,,
,00:24:44,,4.0,15:00,,173,,1133.30,30.2,,
,00:24:45,,4.2,14:17,,173,,1134.70,30.3,,
,00:24:46,,4.2,14:17,,173,,1136.10,30.3,,
,00:24:47,,4.2,14:17,,173,,1137.20,30.3,,
,00:24:48,,4.2,14:17,,173,,1138.20,30.3,,
,00:24:49,,4.1,14:38,,173,,1139.40,30.1,,
,00:24:50,,4.1,14:38,,173,,1140.60,30.3,,
,00:24:51,,4.2,14:17,,173,,1141.50,30.4,,
,00:24:52,,4.2,14:17,,173,,1142.30,30.1,,
,00:24:53,,4.2,14:17,,173,,1143.20,30.3,,
,00:24:54,,4.2,14:17,,173,,1144.20,30.1,,
,00:24:55,,4.2,14:17,,173,,1145.40,30.3,,
,00:24:56,,4.2,14:17,,173,,1146.80,30.1,,
,00:24:57,,4.2,14:17,,173,,1148.10,30.3,,
,00:24:58,,4.2,14:17,,173,,1149.30,30.1,,
,00:24:59,,4.2,14:17,,173,,1150.50,30.3,,
,00:25:00,,4.3,13:57,,173,,1151.90,30.4,,
,00:25:01,,4.3,13:57,,173,,1153.00,30.2,,
,00:25:02,,4.2,14:17,,173,,1154.20,30.2,,
,00:25:03,,4.2,14:17,,173,,1155.40,30.0,,
,00:25:04,,4.2,14:17,,173,,1156.40,30.1,,
,00:25:05,,4.2,14:17,,173,,1157.50,30.2,,
,00:25:06,,4.2,14:17,,173,,1158.70,30.3,,
,00:25:07,,4.3,13:57,,173,,1159.90,30.1,,
,00:25:08,,4.3,13:57,,173,,1161.00,30.1,,
,00:25:09,,4.2,14:17,,173,,1161.90,30.1,,
,00:25:10,,4.1,14:38,,173,,1162.90,30.1,,
,00:25:11,,4.1,14:38,,173,,1163.80,30.1,,
,00:25:12,,4.0,15:00,,173,,1164.80,30.1,,
,00:25:13,,4.0,15:00,,173,,1166.10,30.1,,
,00:25:14,,4.0,15:00,,173,,1167.10,30.0,,
,00:25:15,,4.0,15:00,,173,,1168.00,30.1,,
,00:25:16,,3.9,15:23,,173,,1168.80,29.9,,
,00:25:17,,3.9,15:23,,173,,1169.50,30.0,,
,00:25:18,,3.9,15:23,,173,,1170.50,29.9,,
,00:25:19,,3.8,15:47,,173,,1171.60,30.0,,
,00:25:20,,3.8,15:47,,173,,1172.50,30.0,,
,00:25:21,,3.8,15:47,,173,,1173.20,30.0,,
,00:25:22,,3.8,15:47,,173,,1174.00,29.8,,
,00:25:23,,3.7,16:13,,173,,1174.80,30.0,,
,00:25:24,,3.7,16:13,,173,,1175.60,30.1,,
,00:25:25,,3.7,16:13,,173,,1176.40,30.0,,
,00:25:26,,3.6,16:40,,173,,1177.30,30.0,,
,00:25:27,,3.5,17:09,,173,,1177.80,29.9,,
,00:25:28,,3.5,17:09,,173,,1178.20,30.0,,
,00:25:29,,0.0,00:00,,172,,1178.80,29.9,,
,00:25:30,,0.0,00:00,,172,,1178.80,30.0,,
,00:25:31,,0.0,00:00,,172,,1178.80,30.0,,
,00:25:32,,0.0,00:00,,172,,1178.80,30.0,,
,00:25:33,,0.0,00:00,,172,,1178.80,29.9,,
,00:25:34,,0.0,00:00,,172,,1178.80,29.8,,
,00:25:35,,0.0,00:00,,172,,1178.80,29.9,,
,00:25:36,,0.0,00:00,,172,,1178.80,29.9,,
,00:25:37,,0.0,00:00,,172,,1178.80,30.0,,
,00:25:38,,0.0,00:00,,172,,1178.80,30.0,,
,00:25:39,,0.0,00:00,,172,,1178.80,29.9,,
,00:25:40,,0.0,00:00,,172,,1178.80,30.0,,
,00:25:41,,0.0,00:00,,172,,1178.80,29.9,,
,00:25:42,,0.0,00:00,,172,,1178.80,29.9,,
,00:25:43,,0.0,00:00,,172,,1178.80,29.6,,
,00:25:44,,0.0,00:00,,172,,1178.80,29.8,,
,00:25:45,,0.0,00:00,,172,,1178.80,29.9,,
,00:25:46,,0.0,00:00,,172,,1178.80,29.9,,
,00:25:47,,0.0,00:00,,172,,1178.80,29.8,,
,00:25:48,,0.0,00:00,,172,,1178.80,29.8,,
,00:25:49,,0.0,00:00,,172,,1178.80,29.9,,
,00:25:50,,0.0,00:00,,172,,1178.80,29.8,,
,00:25:51,,0.0,00:00,,172,,1178.80,29.8,,
,00:25:52,,0.0,00:00,,172,,1178.80,29.8,,
,00:25:53,,0.0,00:00,,172,,1178.80,29.8,,
,00:25:54,,0.0,00:00,,172,,1178.80,29.8,,
,00:25:55,,0.0,00:00,,172,,1178.80,29.8,,
,00:25:56,,1.2,50:00,,172,,1178.80,29.7,,
,00:25:57,,1.6,37:30,,172,,1178.80,29.6,,
,00:25:58,,0.0,00:00,,172,,1178.80,29.7,,
,00:25:59,,0.0,00:00,,172,,1178.80,29.8,,
,00:26:00,,0.9,66:40,,172,,1178.80,29.8,,
,00:26:01,,1.6,37:30,,172,,1178.80,29.7,,
,00:26:02,,1.9,31:35,,172,,1178.80,29.8,,
,00:26:03,,1.8,33:20,,173,,1178.90,29.6,,
,00:26:04,,1.7,35:18,,173,,1179.40,29.6,,
,00:26:05,,1.6,37:30,,173,,1179.90,29.6,,
,00:26:06,,1.7,35:18,,173,,1180.20,29.6,,
,00:26:07,,2.0,30:00,,173,,1180.60,29.6,,
,00:26:08,,2.3,26:05,,173,,1181.20,29.8,,
,00:26:09,,2.6,23:05,,173,,1182.40,29.6,,
,00:26:10,,2.7,22:13,,173,,1183.30,29.5,,
,00:26:11,,2.7,22:13,,173,,1183.90,29.5,,
,00:26:12,,2.8,21:26,,173,,1184.70,29.6,,
,00:26:13,,2.9,20:41,,173,,1186.00,29.6,,
,00:26:14,,2.8,21:26,,173,,1187.30,29.6,,
,00:26:15,,2.8,21:26,,173,,1188.50,29.6,,
,00:26:16,,2.8,21:26,,173,,1189.50,29.6,,
,00:26:17,,2.9,20:41,,173,,1190.50,29.5,,
,00:26:18,,2.9,20:41,,173,,1191.60,29.5,,
,00:26:19,,3.0,20:00,,173,,1192.60,29.6,,
,00:26:20,,3.1,19:21,,173,,1193.80,29.5,,
,00:26:21,,3.1,19:21,,173,,1194.80,29.6,,
,00:26:22,,3.0,20:00,,173,,1195.70,29.6,,
,00:26:23,,3.0,20:00,,173,,1196.60,29.5,,
,00:26:24,,2.9,20:41,,173,,1197.80,29.6,,
,00:26:25,,3.0,20:00,,172,,1198.90,29.6,,
,00:26:26,,2.9,20:41,,172,,1199.90,29.5,,
,00:26:27,,2.8,21:26,,172,,1200.30,29.6,,
,00:26:28,,2.6,23:05,,172,,1200.60,29.6,,
,00:26:29,,0.0,00:00,,172,,1200.60,29.8,,
,00:26:30,,0.0,00:00,,172,,1200.60,29.6,,
,00:26:31,,0.0,00:00,,172,,1200.60,29.6,,
,00:26:32,,0.0,00:00,,172,,1200.60,29.6,,
,00:26:33,,1.2,50:00,,172,,1200.60,29.5,,
,00:26:34,,1.9,31:35,,172,,1200.60,29.6,,
,00:26:35,,2.2,27:16,,172,,1200.60,29.5,,
,00:26:36,,2.2,27:16,,172,,1200.60,29.6,,
,00:26:37,,2.2,27:16,,172,,1200.60,29.6,,
,00:26:38,,2.3,26:05,,172,,1201.40,29.7,,
,00:26:39,,2.3,26:05,,173,,1202.50,29.6,,
,00:26:40,,2.2,27:16,,173,,1203.40,29.6,,
,00:26:41,,2.2,27:16,,173,,1204.20,29.6,,
,00:26:42,,2.2,27:16,,173,,1204.90,29.6,,
,00:26:43,,2.4,25:00,,174,,1205.50,29.6,,
,00:26:44,,2.8,21:26,,174,,1206.20,29.7,,
,00:26:45,,2.8,21:26,,174,,1207.20,29.8,,
,00:26:46,,2.7,22:13,,174,,1208.40,29.6,,
,00:26:47,,2.6,23:05,,173,,1208.90,29.6,,
,00:26:48,,2.6,23:05,,173,,1209.80,29.5,,
,00:26:49,,2.6,23:05,,173,,1210.90,29.6,,
,00:26:50,,2.6,23:05,,173,,1211.90,29.7,,
,00:26:51,,2.6,23:05,,173,,1213.10,29.5,,
,00:26:52,,2.7,22:13,,173,,1214.10,29.8,,
,00:26:53,,2.7,22:13,,173,,1215.10,29.6,,
,00:26:54,,2.8,21:26,,173,,1216.10,29.8,,
,00:26:55,,2.8,21:26,,173,,1217.10,29.6,,
,00:26:56,,2.8,21:26,,173,,1218.20,29.7,,
,00:26:57,,2.8,21:26,,173,,1219.20,29.5,,
,00:26:58,,2.9,20:41,,173,,1220.20,29.7,,
,00:26:59,,2.9,20:41,,173,,1221.10,29.8,,
,00:27:00,,2.9,20:41,,173,,1222.00,29.7,,
,00:27:01,,2.8,21:26,,173,,1222.70,29.8,,
,00:27:02,,2.8,21:26,,173,,1223.40,29.7,,
,00:27:03,,2.8,21:26,,172,,1224.00,29.9,,
,00:27:04,,2.9,20:41,,172,,1224.70,29.8,,
,00:27:05,,2.9,20:41,,172,,1225.50,29.8,,
,00:27:06,,3.0,20:00,,172,,1226.40,29.5,,
,00:27:07,,3.1,19:21,,172,,1227.40,29.8,,
,00:27:08,,3.1,19:21,,172,,1228.70,29.7,,
,00:27:09,,3.2,18:45,,172,,1229.70,29.8,,
,00:27:10,,3.2,18:45,,172,,1230.80,29.8,,
,00:27:11,,3.2,18:45,,173,,1231.90,29.8,,
,00:27:12,,3.2,18:45,,173,,1232.90,29.6,,
,00:27:13,,3.2,18:45,,173,,1233.80,29.8,,
,00:27:14,,3.1,19:21,,173,,1234.60,29.7,,
,00:27:15,,3.1,19:21,,173,,1235.20,29.8,,
,00:27:16,,3.1,19:21,,173,,1235.80,29.7,,
,00:27:17,,3.0,20:00,,173,,1236.20,29.8,,
,00:27:18,,3.0,20:00,,173,,1236.70,29.8,,
,00:27:19,,3.0,20:00,,173,,1237.50,29.8,,
,00:27:20,,2.9,20:41,,173,,1238.10,29.8,,
,00:27:21,,2.9,20:41,,173,,1238.80,29.8,,
,00:27:22,,2.9,20:41,,173,,1239.60,29.8,,
,00:27:23,,2.9,20:41,,173,,1240.20,29.8,,
,00:27:24,,2.9,20:41,,173,,1241.00,29.5,,
,00:27:25,,2.8,21:26,,173,,1241.80,29.9,,
,00:27:26,,2.8,21:26,,173,,1242.50,29.8,,
,00:27:27,,2.8,21:26,,173,,1243.30,29.8,,
,00:27:28,,2.8,21:26,,173,,1244.00,29.8,,
,00:27:29,,2.8,21:26,,173,,1244.60,29.8,,
,00:27:30,,2.8,21:26,,173,,1245.60,29.8,,
,00:27:31,,2.9,20:41,,173,,1246.50,29.8,,
,00:27:32,,2.9,20:41,,173,,1247.50,29.8,,
,00:27:33,,2.9,20:41,,173,,1248.40,29.9,,
,00:27:34,,3.0,20:00,,173,,1249.50,29.8,,
,00:27:35,,3.0,20:00,,173,,1250.40,29.8,,
,00:27:36,,3.0,20:00,,173,,1251.40,29.8,,
,00:27:37,,3.0,20:00,,173,,1252.60,29.5,,
,00:27:38,,3.1,19:21,,173,,1253.80,29.9,,
,00:27:39,,3.1,19:21,,173,,1254.70,29.8,,
,00:27:40,,3.1,19:21,,173,,1255.60,29.9,,
,00:27:41,,3.1,19:21,,173,,1256.40,29.8,,
,00:27:42,,3.1,19:21,,173,,1257.30,29.8,,
,00:27:43,,3.1,19:21,,173,,1258.20,29.8,,
,00:27:44,,3.1,19:21,,173,,1259.20,29.8,,
,00:27:45,,3.2,18:45,,173,,1260.20,29.8,,
,00:27:46,,3.2,18:45,,173,,1261.00,29.6,,
,00:27:47,,3.2,18:45,,173,,1261.90,29.8,,
,00:27:48,,3.2,18:45,,173,,1262.70,29.8,,
,00:27:49,,3.2,18:45,,173,,1263.60,29.8,,
,00:27:50,,3.3,18:11,,173,,1264.50,29.8,,
,00:27:51,,3.3,18:11,,173,,1265.50,29.8,,
,00:27:52,,3.4,17:39,,173,,1266.60,29.8,,
,00:27:53,,3.5,17:09,,173,,1267.90,29.8,,
,00:27:54,,3.5,17:09,,173,,1269.00,29.8,,
,00:27:55,,3.5,17:09,,173,,1270.10,29.8,,
,00:27:56,,3.5,17:09,,173,,1271.00,29.8,,
,00:27:57,,3.5,17:09,,173,,1272.10,29.8,,
,00:27:58,,3.5,17:09,,173,,1273.40,29.8,,
,00:27:59,,3.6,16:40,,173,,1274.50,29.9,,
,00:28:00,,3.6,16:40,,173,,1275.50,29.8,,
,00:28:01,,3.6,16:40,,173,,1276.40,29.8,,
,00:28:02,,3.6,16:40,,173,,1277.30,29.6,,
,00:28:03,,3.6,16:40,,173,,1278.30,29.8,,
,00:28:04,,3.6,16:40,,173,,1279.30,29.7,,
,00:28:05,,3.5,17:09,,173,,1280.10,29.6,,
,00:28:06,,3.5,17:09,,173,,1280.70,29.7,,
,00:28:07,,3.4,17:39,,173,,1281.20,29.8,,
,00:28:08,,3.4,17:39,,173,,1281.50,29.9,,
,00:28:09,,3.4,17:39,,173,,1282.20,29.8,,
,00:28:10,,3.4,17:39,,173,,1283.10,29.6,,
,00:28:11,,3.4,17:39,,173,,1283.70,29.8,,
,00:28:12,,3.4,17:39,,173,,1284.40,29.6,,
,00:28:13,,3.4,17:39,,173,,1285.20,29.8,,
,00:28:14,,3.3,18:11,,173,,1286.20,29.9,,
,00:28:15,,3.3,18:11,,173,,1286.90,29.9,,
,00:28:16,,3.3,18:11,,173,,1287.70,29.8,,
,00:28:17,,3.3,18:11,,173,,1288.80,29.8,,
,00:28:18,,3.2,18:45,,173,,1289.50,29.9,,
,00:28:19,,3.2,18:45,,173,,1290.10,29.8,,
,00:28:20,,3.2,18:45,,173,,1290.50,29.8,,
,00:28:21,,3.2,18:45,,173,,1291.30,29.8,,
,00:28:22,,3.2,18:45,,173,,1292.00,29.9,,
,00:28:23,,3.2,18:45,,172,,1292.90,29.5,,
,00:28:24,,3.2,18:45,,172,,1293.70,29.9,,
,00:28:25,,3.2,18:45,,172,,1294.60,29.9,,
,00:28:26,,3.2,18:45,,172,,1295.50,29.9,,
,00:28:27,,3.2,18:45,,172,,1296.40,29.9,,
,00:28:28,,3.1,19:21,,172,,1297.30,29.9,,
,00:28:29,,3.1,19:21,,172,,1298.10,30.0,,
,00:28:30,,3.1,19:21,,172,,1298.70,29.9,,
,00:28:31,,3.0,20:00,,172,,1299.20,29.9,,
,00:28:32,,3.0,20:00,,172,,1299.80,29.9,,
,00:28:33,,3.0,20:00,,172,,1300.30,29.9,,
,00:28:34,,2.9,20:41,,172,,1300.80,29.8,,
,00:28:35,,2.9,20:41,,172,,1301.50,30.0,,
,00:28:36,,2.9,20:41,,172,,1302.00,29.9,,
,00:28:37,,2.9,20:41,,172,,1302.70,29.9,,
,00:28:38,,2.9,20:41,,172,,1303.40,29.9,,
,00:28:39,,3.0,20:00,,172,,1304.40,29.9,,
,00:28:40,,3.0,20:00,,172,,1305.50,29.9,,
,00:28:41,,3.1,19:21,,172,,1306.60,30.0,,
,00:28:42,,3.1,19:21,,172,,1307.60,29.9,,
,00:28:43,,3.1,19:21,,172,,1308.50,29.9,,
,00:28:44,,3.1,19:21,,172,,1309.40,29.9,,
,00:28:45,,3.1,19:21,,172,,1310.50,29.9,,
,00:28:46,,3.1,19:21,,172,,1311.50,29.9,,
,00:28:47,,3.2,18:45,,172,,1312.30,29.8,,
,00:28:48,,3.1,19:21,,172,,1313.20,29.8,,
,00:28:49,,3.1,19:21,,172,,1314.10,29.9,,
,00:28:50,,3.1,19:21,,172,,1314.80,29.9,,
,00:28:51,,3.2,18:45,,172,,1315.70,29.8,,
,00:28:52,,3.2,18:45,,172,,1316.50,29.9,,
,00:28:53,,3.2,18:45,,172,,1317.50,30.0,,
,00:28:54,,3.2,18:45,,172,,1318.50,30.0,,
,00:28:55,,3.2,18:45,,172,,1319.50,30.0,,
,00:28:56,,3.2,18:45,,172,,1320.40,29.9,,
,00:28:57,,3.2,18:45,,172,,1321.40,29.9,,
,00:28:58,,3.2,18:45,,172,,1322.30,29.9,,
,00:28:59,,3.2,18:45,,172,,1323.30,30.0,,
,00:29:00,,3.2,18:45,,172,,1324.30,30.1,,
,00:29:01,,3.2,18:45,,172,,1325.20,29.9,,
,00:29:02,,3.2,18:45,,172,,1326.00,29.9,,
,00:29:03,,3.2,18:45,,172,,1326.80,30.0,,
,00:29:04,,3.2,18:45,,172,,1327.60,30.0,,
,00:29:05,,3.2,18:45,,172,,1328.40,30.0,,
,00:29:06,,3.2,18:45,,172,,1329.10,30.1,,
,00:29:07,,3.1,19:21,,172,,1329.90,30.0,,
,00:29:08,,3.1,19:21,,172,,1330.70,30.0,,
,00:29:09,,3.2,18:45,,172,,1331.50,30.0,,
,00:29:10,,3.2,18:45,,172,,1332.40,30.0,,
,00:29:11,,3.3,18:11,,172,,1333.40,30.0,,
,00:29:12,,3.3,18:11,,172,,1334.40,30.1,,
,00:29:13,,3.3,18:11,,172,,1335.40,30.0,,
,00:29:14,,3.3,18:11,,172,,1336.40,30.0,,
,00:29:15,,3.3,18:11,,172,,1337.40,30.0,,
,00:29:16,,3.3,18:11,,172,,1338.40,30.1,,
,00:29:17,,3.3,18:11,,172,,1339.30,30.0,,
,00:29:18,,3.3,18:11,,172,,1340.20,30.1,,
,00:29:19,,3.3,18:11,,172,,1341.30,30.0,,
,00:29:20,,3.4,17:39,,172,,1342.20,30.0,,
,00:29:21,,3.4,17:39,,172,,1343.30,30.2,,
,00:29:22,,3.4,17:39,,172,,1344.30,30.0,,
,00:29:23,,3.5,17:09,,172,,1345.60,30.1,,
,00:29:24,,3.5,17:09,,172,,1346.90,30.1,,
,00:29:25,,3.4,17:39,,172,,1348.10,30.1,,
,00:29:26,,3.3,18:11,,172,,1349.10,30.1,,
,00:29:27,,3.1,19:21,,172,,1349.70,30.0,,
,00:29:28,,0.0,00:00,,172,,1350.20,30.1,,
,00:29:29,,0.0,00:00,,172,,1350.20,30.1,,
,00:29:30,,0.0,00:00,,172,,1350.20,30.1,,
,00:29:31,,0.0,00:00,,172,,1350.20,30.1,,
,00:29:32,,1.2,50:00,,172,,1350.20,30.1,,
,00:29:33,,1.9,31:35,,172,,1350.20,30.1,,
,00:29:34,,2.3,26:05,,172,,1350.20,30.1,,
,00:29:35,,2.4,25:00,,172,,1350.20,30.1,,
,00:29:36,,2.7,22:13,,172,,1350.20,30.1,,
,00:29:37,,2.9,20:41,,172,,1351.20,30.1,,
,00:29:38,,3.0,20:00,,172,,1352.50,30.1,,
,00:29:39,,2.8,21:26,,172,,1353.60,30.1,,
,00:29:40,,2.8,21:26,,172,,1354.50,30.0,,
,00:29:41,,2.7,22:13,,173,,1355.50,30.3,,
,00:29:42,,2.7,22:13,,173,,1356.40,30.2,,
,00:29:43,,2.7,22:13,,173,,1357.10,30.0,,
,00:29:44,,2.7,22:13,,173,,1358.00,30.2,,
,00:29:45,,2.8,21:26,,173,,1359.00,30.3,,
