Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Vesa Lappalainen,OTHER_OUTDOOR,27.06.2018,13:45:02,03:03:28,39.60,,13.0,98.8,04:38,00:36,502,72,,,,0,276,344,,177.0,78.0,170,60,41,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,01:38:50,,3.6,16:40,,173,,3193.50,30.5,,
,01:38:51,,3.6,16:40,,173,,3194.70,30.5,,
,01:38:52,,3.7,16:13,,173,,3195.70,30.5,,
,01:38:53,,3.7,16:13,,173,,3196.80,30.4,,
,01:38:54,,3.7,16:13,,173,,3197.80,30.5,,
,01:38:55,,3.7,16:13,,173,,3199.00,30.5,,
,01:38:56,,3.7,16:13,,173,,3200.30,30.3,,
,01:38:57,,3.7,16:13,,173,,3201.30,30.5,,
,01:38:58,,3.6,16:40,,173,,3202.20,30.5,,
,01:38:59,,3.6,16:40,,173,,3203.00,30.4,,
,01:39:00,,3.6,16:40,,173,,3203.80,30.4,,
,01:39:01,,3.6,16:40,,174,,3204.80,30.5,,
,01:39:02,,3.6,16:40,,174,,3205.80,30.5,,
,01:39:03,,3.7,16:13,,174,,3206.90,30.5,,
,01:39:04,,3.7,16:13,,174,,3208.10,30.5,,
,01:39:05,,3.8,15:47,,174,,3209.30,30.3,,
,01:39:06,,3.8,15:47,,174,,3210.80,30.5,,
,01:39:07,,3.8,15:47,,174,,3212.30,30.5,,
,01:39:08,,3.8,15:47,,174,,3213.70,30.4,,
,01:39:09,,3.9,15:23,,174,,3215.00,30.5,,
,01:39:10,,3.9,15:23,,174,,3216.20,30.5,,
,01:39:11,,3.9,15:23,,174,,3217.30,30.3,,
,01:39:12,,3.9,15:23,,174,,3218.20,30.5,,
,01:39:13,,3.9,15:23,,174,,3219.20,30.5,,
,01:39:14,,3.9,15:23,,174,,3220.30,30.4,,
,01:39:15,,3.9,15:23,,174,,3221.60,30.5,,
,01:39:16,,4.0,15:00,,174,,3222.90,30.4,,
,01:39:17,,4.1,14:38,,174,,3224.30,30.3,,
,01:39:18,,4.1,14:38,,174,,3225.70,30.3,,
,01:39:19,,4.1,14:38,,174,,3227.10,30.5,,
,01:39:20,,4.1,14:38,,174,,3228.30,30.5,,
,01:39:21,,4.0,15:00,,174,,3229.70,30.4,,
,01:39:22,,4.0,15:00,,174,,3230.50,30.5,,
,01:39:23,,0.0,00:00,,174,,3231.00,30.5,,
,01:39:24,,0.0,00:00,,174,,3231.00,30.5,,
,01:39:25,,0.0,00:00,,174,,3231.00,30.4,,
,01:39:26,,0.0,00:00,,174,,3231.00,30.5,,
,01:39:27,,0.0,00:00,,174,,3231.00,30.4,,
,01:39:28,,0.0,00:00,,174,,3231.00,30.5,,
,01:39:29,,0.0,00:00,,174,,3231.00,30.5,,
,01:39:30,,0.0,00:00,,174,,3231.00,30.4,,
,01:39:31,,0.0,00:00,,174,,3231.00,30.4,,
,01:39:32,,0.0,00:00,,174,,3231.00,30.4,,
,01:39:33,,0.0,00:00,,174,,3231.00,30.4,,
,01:39:34,,0.0,00:00,,174,,3231.00,30.4,,
,01:39:35,,0.0,00:00,,174,,3231.00,30.4,,
,01:39:36,,0.0,00:00,,174,,3231.00,30.3,,
,01:39:37,,0.0,00:00,,174,,3231.00,30.4,,
,01:39:38,,0.0,00:00,,174,,3231.00,30.4,,
,01:39:39,,0.0,00:00,,174,,3231.00,30.3,,
,01:39:40,,0.0,00:00,,174,,3231.00,30.4,,
,01:39:41,,0.0,00:00,,173,,3231.00,30.3,,
,01:39:42,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:43,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:44,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:45,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:46,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:47,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:48,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:49,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:50,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:51,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:52,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:53,,0.0,00:00,,173,,3231.00,30.3,,
,01:39:54,,0.0,00:00,,173,,3231.00,30.3,,
,01:39:55,,0.0,00:00,,173,,3231.00,30.3,,
,01:39:56,,0.0,00:00,,173,,3231.00,30.3,,
,01:39:57,,0.0,00:00,,173,,3231.00,30.4,,
,01:39:58,,0.0,00:00,,173,,3231.00,30.2,,
,01:39:59,,0.0,00:00,,173,,3231.00,30.3,,
,01:40:00,,0.0,00:00,,173,,3231.00,30.3,,
,01:40:01,,0.0,00:00,,173,,3231.00,30.1,,
,01:40:02,,0.0,00:00,,173,,3231.00,30.3,,
,01:40:03,,0.0,00:00,,173,,3231.00,30.3,,
,01:40:04,,0.0,00:00,,173,,3231.00,30.3,,
,01:40:05,,0.0,00:00,,173,,3231.00,30.3,,
,01:40:06,,0.0,00:00,,173,,3231.00,30.4,,
,01:40:07,,0.0,00:00,,173,,3231.00,30.4,,
,01:40:08,,0.0,00:00,,173,,3231.00,30.3,,
,01:40:09,,0.0,00:00,,173,,3231.00,30.3,,
,01:40:10,,0.0,00:00,,173,,3231.00,30.3,,
,01:40:11,,0.0,00:00,,173,,3231.00,30.3,,
,01:40:12,,0.0,00:00,,173,,3231.00,30.3,,
,01:40:13,,1.1,54:33,,173,,3231.00,30.4,,
,01:40:14,,1.7,35:18,,173,,3231.00,30.2,,
,01:40:15,,2.2,27:16,,173,,3231.00,30.3,,
,01:40:16,,2.4,25:00,,173,,3231.00,30.3,,
,01:40:17,,2.6,23:05,,173,,3231.00,30.2,,
,01:40:18,,2.6,23:05,,173,,3231.00,30.3,,
,01:40:19,,2.5,24:00,,173,,3231.00,30.3,,
,01:40:20,,2.6,23:05,,173,,3231.40,30.3,,
,01:40:21,,2.8,21:26,,173,,3231.90,30.3,,
,01:40:22,,3.0,20:00,,173,,3232.60,30.1,,
,01:40:23,,2.7,22:13,,173,,3233.50,30.2,,
,01:40:24,,2.4,25:00,,173,,3234.00,30.3,,
,01:40:25,,2.4,25:00,,173,,3234.50,30.3,,
,01:40:26,,2.5,24:00,,173,,3234.90,30.4,,
,01:40:27,,2.5,24:00,,173,,3235.60,30.4,,
,01:40:28,,2.4,25:00,,173,,3236.20,30.2,,
,01:40:29,,2.4,25:00,,174,,3236.80,30.3,,
,01:40:30,,2.3,26:05,,174,,3237.40,30.3,,
,01:40:31,,2.2,27:16,,173,,3237.90,30.1,,
,01:40:32,,2.1,28:34,,173,,3238.20,30.3,,
,01:40:33,,2.0,30:00,,173,,3238.60,30.1,,
,01:40:34,,1.9,31:35,,173,,3239.40,30.4,,
,01:40:35,,1.9,31:35,,173,,3239.60,30.3,,
,01:40:36,,1.9,31:35,,173,,3239.90,30.3,,
,01:40:37,,1.9,31:35,,173,,3240.30,30.3,,
,01:40:38,,2.0,30:00,,173,,3240.90,30.4,,
,01:40:39,,2.0,30:00,,173,,3241.60,30.3,,
,01:40:40,,2.1,28:34,,173,,3242.20,30.4,,
,01:40:41,,2.1,28:34,,173,,3242.70,30.4,,
,01:40:42,,2.1,28:34,,173,,3243.40,30.3,,
,01:40:43,,2.1,28:34,,173,,3243.80,30.3,,
,01:40:44,,2.2,27:16,,173,,3244.70,30.3,,
,01:40:45,,2.3,26:05,,173,,3245.60,30.3,,
,01:40:46,,2.4,25:00,,173,,3246.50,30.3,,
,01:40:47,,2.4,25:00,,173,,3247.20,30.3,,
,01:40:48,,2.4,25:00,,173,,3247.90,30.3,,
,01:40:49,,2.5,24:00,,173,,3248.80,30.5,,
,01:40:50,,2.6,23:05,,173,,3249.50,30.3,,
,01:40:51,,2.7,22:13,,173,,3250.40,30.3,,
,01:40:52,,2.7,22:13,,173,,3251.40,30.4,,
,01:40:53,,2.9,20:41,,173,,3252.30,30.3,,
,01:40:54,,2.9,20:41,,173,,3253.20,30.4,,
,01:40:55,,3.0,20:00,,173,,3254.00,30.2,,
,01:40:56,,3.0,20:00,,173,,3255.10,30.3,,
,01:40:57,,3.0,20:00,,173,,3256.20,30.3,,
,01:40:58,,3.0,20:00,,173,,3257.00,30.3,,
,01:40:59,,3.0,20:00,,173,,3258.00,30.3,,
,01:41:00,,3.0,20:00,,173,,3258.80,30.3,,
,01:41:01,,3.1,19:21,,173,,3259.60,30.3,,
,01:41:02,,3.1,19:21,,173,,3260.60,30.1,,
,01:41:03,,3.1,19:21,,173,,3261.60,30.3,,
,01:41:04,,3.1,19:21,,173,,3262.30,30.5,,
,01:41:05,,3.2,18:45,,173,,3263.30,30.3,,
,01:41:06,,3.2,18:45,,173,,3264.50,30.3,,
,01:41:07,,3.2,18:45,,173,,3265.70,30.3,,
,01:41:08,,3.2,18:45,,173,,3266.70,30.2,,
,01:41:09,,3.3,18:11,,173,,3267.70,30.3,,
,01:41:10,,3.3,18:11,,173,,3268.90,30.4,,
,01:41:11,,3.3,18:11,,173,,3269.90,30.3,,
,01:41:12,,3.3,18:11,,173,,3270.80,30.3,,
,01:41:13,,3.3,18:11,,173,,3271.70,30.3,,
,01:41:14,,3.2,18:45,,173,,3272.50,30.1,,
,01:41:15,,3.2,18:45,,173,,3273.20,30.3,,
,01:41:16,,3.2,18:45,,173,,3273.80,30.3,,
,01:41:17,,3.2,18:45,,174,,3274.40,30.3,,
,01:41:18,,3.1,19:21,,174,,3275.10,30.3,,
,01:41:19,,3.1,19:21,,174,,3275.90,30.3,,
,01:41:20,,3.1,19:21,,174,,3276.60,30.3,,
,01:41:21,,3.1,19:21,,174,,3277.10,30.2,,
,01:41:22,,3.1,19:21,,174,,3277.90,30.3,,
,01:41:23,,3.0,20:00,,174,,3278.60,30.3,,
,01:41:24,,3.0,20:00,,174,,3279.40,30.4,,
,01:41:25,,3.0,20:00,,174,,3280.10,30.4,,
,01:41:26,,3.0,20:00,,174,,3281.00,30.4,,
,01:41:27,,3.0,20:00,,174,,3281.60,30.3,,
,01:41:28,,3.0,20:00,,174,,3282.20,30.3,,
,01:41:29,,3.0,20:00,,174,,3282.90,30.1,,
,01:41:30,,3.0,20:00,,174,,3284.00,30.3,,
,01:41:31,,3.0,20:00,,174,,3284.80,30.3,,
,01:41:32,,3.0,20:00,,174,,3285.80,30.3,,
,01:41:33,,3.0,20:00,,174,,3286.60,30.4,,
,01:41:34,,3.0,20:00,,174,,3287.40,30.3,,
,01:41:35,,2.9,20:41,,174,,3288.20,30.5,,
,01:41:36,,2.9,20:41,,174,,3289.00,30.4,,
,01:41:37,,3.0,20:00,,173,,3289.80,30.4,,
,01:41:38,,3.1,19:21,,173,,3290.90,30.4,,
,01:41:39,,3.2,18:45,,173,,3292.00,30.4,,
,01:41:40,,3.3,18:11,,173,,3293.10,30.4,,
,01:41:41,,3.3,18:11,,173,,3294.00,30.5,,
,01:41:42,,3.3,18:11,,173,,3294.90,30.4,,
,01:41:43,,3.3,18:11,,173,,3295.90,30.4,,
,01:41:44,,3.2,18:45,,173,,3296.90,30.4,,
,01:41:45,,3.2,18:45,,173,,3297.80,30.4,,
,01:41:46,,3.2,18:45,,173,,3298.70,30.3,,
,01:41:47,,3.2,18:45,,174,,3299.40,30.4,,
,01:41:48,,3.2,18:45,,174,,3300.00,30.5,,
,01:41:49,,3.2,18:45,,174,,3300.80,30.4,,
,01:41:50,,3.2,18:45,,174,,3301.60,30.3,,
,01:41:51,,3.1,19:21,,174,,3302.30,30.4,,
,01:41:52,,3.1,19:21,,174,,3302.90,30.4,,
,01:41:53,,3.1,19:21,,174,,3303.50,30.4,,
,01:41:54,,3.0,20:00,,174,,3304.20,30.3,,
,01:41:55,,3.0,20:00,,174,,3305.00,30.4,,
,01:41:56,,3.0,20:00,,174,,3305.70,30.3,,
,01:41:57,,3.1,19:21,,174,,3306.50,30.4,,
,01:41:58,,3.1,19:21,,174,,3307.40,30.4,,
,01:41:59,,3.2,18:45,,174,,3308.50,30.3,,
,01:42:00,,3.2,18:45,,174,,3309.80,30.3,,
,01:42:01,,3.2,18:45,,174,,3311.00,30.4,,
,01:42:02,,3.3,18:11,,174,,3312.30,30.4,,
,01:42:03,,3.3,18:11,,174,,3313.40,30.4,,
,01:42:04,,3.3,18:11,,174,,3314.40,30.4,,
,01:42:05,,3.3,18:11,,174,,3315.40,30.4,,
,01:42:06,,3.3,18:11,,174,,3316.60,30.4,,
,01:42:07,,3.3,18:11,,174,,3317.50,30.4,,
,01:42:08,,3.3,18:11,,174,,3318.10,30.3,,
,01:42:09,,3.3,18:11,,174,,3319.00,30.3,,
,01:42:10,,3.3,18:11,,174,,3319.90,30.4,,
,01:42:11,,3.3,18:11,,175,,3320.80,30.4,,
,01:42:12,,3.3,18:11,,175,,3321.70,30.3,,
,01:42:13,,3.3,18:11,,176,,3322.70,30.4,,
,01:42:14,,3.3,18:11,,176,,3323.60,30.4,,
,01:42:15,,3.3,18:11,,176,,3324.30,30.3,,
,01:42:16,,3.3,18:11,,176,,3325.20,30.4,,
,01:42:17,,3.3,18:11,,175,,3326.20,30.4,,
,01:42:18,,3.4,17:39,,175,,3327.20,30.3,,
,01:42:19,,3.4,17:39,,175,,3328.50,30.4,,
,01:42:20,,3.5,17:09,,175,,3329.60,30.4,,
,01:42:21,,3.5,17:09,,175,,3330.90,30.4,,
,01:42:22,,3.5,17:09,,175,,3332.10,30.4,,
,01:42:23,,3.6,16:40,,175,,3333.40,30.4,,
,01:42:24,,3.6,16:40,,175,,3334.90,30.3,,
,01:42:25,,3.6,16:40,,176,,3336.00,30.4,,
,01:42:26,,3.6,16:40,,176,,3337.10,30.4,,
,01:42:27,,3.6,16:40,,176,,3338.00,30.5,,
,01:42:28,,3.6,16:40,,176,,3338.90,30.4,,
,01:42:29,,3.6,16:40,,177,,3339.80,30.4,,
,01:42:30,,3.6,16:40,,177,,3340.70,30.3,,
,01:42:31,,3.6,16:40,,177,,3341.60,30.5,,
,01:42:32,,3.6,16:40,,177,,3342.50,30.4,,
,01:42:33,,3.6,16:40,,177,,3343.30,30.2,,
,01:42:34,,3.6,16:40,,177,,3344.30,30.5,,
,01:42:35,,3.6,16:40,,177,,3345.10,30.4,,
,01:42:36,,3.5,17:09,,177,,3346.10,30.4,,
,01:42:37,,3.5,17:09,,177,,3346.90,30.4,,
,01:42:38,,3.6,16:40,,177,,3348.00,30.4,,
,01:42:39,,3.6,16:40,,177,,3349.20,30.5,,
,01:42:40,,3.6,16:40,,177,,3350.30,30.4,,
,01:42:41,,3.7,16:13,,177,,3351.40,30.4,,
,01:42:42,,3.7,16:13,,177,,3352.30,30.4,,
,01:42:43,,3.7,16:13,,177,,3353.40,30.4,,
,01:42:44,,3.7,16:13,,177,,3354.60,30.4,,
,01:42:45,,3.7,16:13,,177,,3355.80,30.7,,
,01:42:46,,3.7,16:13,,177,,3356.90,30.3,,
,01:42:47,,3.7,16:13,,178,,3358.00,30.4,,
,01:42:48,,3.7,16:13,,178,,3358.90,30.5,,
,01:42:49,,3.7,16:13,,178,,3359.80,30.4,,
,01:42:50,,3.7,16:13,,178,,3360.60,30.5,,
,01:42:51,,3.6,16:40,,178,,3361.50,30.5,,
,01:42:52,,3.6,16:40,,178,,3362.50,30.5,,
,01:42:53,,3.6,16:40,,178,,3363.30,30.4,,
,01:42:54,,3.6,16:40,,178,,3364.20,30.4,,
,01:42:55,,3.6,16:40,,178,,3365.10,30.3,,
,01:42:56,,3.6,16:40,,178,,3366.00,30.5,,
,01:42:57,,3.6,16:40,,178,,3367.10,30.5,,
,01:42:58,,3.6,16:40,,178,,3368.10,30.3,,
,01:42:59,,3.6,16:40,,178,,3369.20,30.5,,
,01:43:00,,3.6,16:40,,178,,3370.10,30.4,,
,01:43:01,,3.5,17:09,,179,,3371.10,30.5,,
,01:43:02,,3.5,17:09,,179,,3371.80,30.4,,
,01:43:03,,3.5,17:09,,179,,3372.70,30.5,,
,01:43:04,,3.5,17:09,,179,,3373.60,30.3,,
,01:43:05,,3.5,17:09,,180,,3374.40,30.5,,
,01:43:06,,3.5,17:09,,180,,3375.20,30.5,,
,01:43:07,,3.4,17:39,,180,,3376.00,30.5,,
,01:43:08,,3.4,17:39,,180,,3376.80,30.4,,
,01:43:09,,3.4,17:39,,180,,3377.70,30.5,,
,01:43:10,,3.4,17:39,,180,,3378.50,30.4,,
,01:43:11,,3.4,17:39,,180,,3379.40,30.5,,
,01:43:12,,3.4,17:39,,180,,3380.40,30.5,,
,01:43:13,,3.5,17:09,,180,,3381.40,30.5,,
,01:43:14,,3.5,17:09,,180,,3382.40,30.5,,
,01:43:15,,3.5,17:09,,180,,3383.50,30.5,,
,01:43:16,,3.6,16:40,,180,,3384.60,30.3,,
,01:43:17,,3.5,17:09,,180,,3385.90,30.4,,
,01:43:18,,3.5,17:09,,180,,3386.90,30.5,,
,01:43:19,,3.5,17:09,,180,,3387.80,30.4,,
,01:43:20,,3.5,17:09,,180,,3388.70,30.5,,
,01:43:21,,3.5,17:09,,181,,3389.70,30.5,,
,01:43:22,,3.6,16:40,,181,,3390.80,30.4,,
,01:43:23,,3.6,16:40,,181,,3392.10,30.5,,
,01:43:24,,3.7,16:13,,181,,3393.00,30.5,,
,01:43:25,,3.7,16:13,,181,,3394.10,30.5,,
,01:43:26,,3.7,16:13,,181,,3395.10,30.5,,
,01:43:27,,3.7,16:13,,181,,3396.00,30.5,,
,01:43:28,,3.8,15:47,,181,,3397.30,30.5,,
,01:43:29,,3.7,16:13,,182,,3398.60,30.5,,
,01:43:30,,3.7,16:13,,182,,3399.50,30.5,,
,01:43:31,,3.7,16:13,,182,,3400.30,30.5,,
,01:43:32,,3.7,16:13,,182,,3401.10,30.5,,
,01:43:33,,3.7,16:13,,182,,3402.40,30.5,,
,01:43:34,,3.7,16:13,,182,,3403.50,30.5,,
,01:43:35,,3.6,16:40,,182,,3404.40,30.5,,
,01:43:36,,3.5,17:09,,182,,3405.30,30.5,,
,01:43:37,,3.5,17:09,,183,,3405.80,30.5,,
,01:43:38,,3.4,17:39,,183,,3406.50,30.5,,
,01:43:39,,3.4,17:39,,183,,3407.10,30.5,,
,01:43:40,,3.3,18:11,,183,,3408.10,30.5,,
,01:43:41,,3.3,18:11,,184,,3408.90,30.6,,
,01:43:42,,3.3,18:11,,184,,3409.30,30.5,,
,01:43:43,,3.2,18:45,,184,,3409.80,30.5,,
,01:43:44,,3.2,18:45,,184,,3410.70,30.5,,
,01:43:45,,3.2,18:45,,184,,3411.60,30.5,,
,01:43:46,,3.2,18:45,,184,,3412.50,30.5,,
,01:43:47,,3.1,19:21,,184,,3413.30,30.4,,
,01:43:48,,3.1,19:21,,184,,3414.10,30.5,,
,01:43:49,,3.1,19:21,,185,,3414.90,30.4,,
,01:43:50,,3.1,19:21,,185,,3415.70,30.5,,
,01:43:51,,3.1,19:21,,185,,3416.60,30.5,,
,01:43:52,,3.1,19:21,,185,,3417.30,30.5,,
,01:43:53,,3.0,20:00,,185,,3417.90,30.5,,
,01:43:54,,3.0,20:00,,185,,3418.60,30.5,,
,01:43:55,,3.0,20:00,,185,,3419.20,30.5,,
,01:43:56,,3.0,20:00,,185,,3419.80,30.5,,
,01:43:57,,3.0,20:00,,185,,3420.60,30.5,,
,01:43:58,,3.0,20:00,,185,,3421.50,30.5,,
,01:43:59,,3.0,20:00,,185,,3422.30,30.5,,
,01:44:00,,3.1,19:21,,185,,3423.20,30.5,,
,01:44:01,,3.1,19:21,,185,,3424.40,30.6,,
,01:44:02,,3.1,19:21,,185,,3425.40,30.5,,
,01:44:03,,3.1,19:21,,185,,3426.50,30.5,,
,01:44:04,,3.1,19:21,,185,,3427.40,30.5,,
,01:44:05,,3.1,19:21,,186,,3428.40,30.5,,
,01:44:06,,3.2,18:45,,186,,3429.30,30.6,,
,01:44:07,,3.2,18:45,,186,,3430.10,30.5,,
,01:44:08,,3.3,18:11,,186,,3431.00,30.4,,
,01:44:09,,3.3,18:11,,187,,3432.20,30.6,,
,01:44:10,,3.4,17:39,,187,,3433.20,30.6,,
,01:44:11,,3.4,17:39,,187,,3434.20,30.6,,
,01:44:12,,3.4,17:39,,187,,3435.20,30.5,,
,01:44:13,,3.4,17:39,,187,,3436.30,30.5,,
,01:44:14,,3.4,17:39,,187,,3437.40,30.5,,
,01:44:15,,3.4,17:39,,187,,3438.30,30.6,,
,01:44:16,,3.4,17:39,,187,,3439.30,30.6,,
,01:44:17,,3.4,17:39,,187,,3440.20,30.5,,
,01:44:18,,3.4,17:39,,187,,3441.20,30.6,,
,01:44:19,,3.4,17:39,,187,,3442.00,30.7,,
,01:44:20,,3.5,17:09,,187,,3442.90,30.5,,
,01:44:21,,3.5,17:09,,187,,3443.80,30.6,,
,01:44:22,,3.5,17:09,,187,,3444.90,30.5,,
,01:44:23,,3.5,17:09,,187,,3445.90,30.5,,
,01:44:24,,3.5,17:09,,187,,3447.00,30.6,,
,01:44:25,,3.5,17:09,,188,,3447.90,30.6,,
,01:44:26,,3.5,17:09,,188,,3448.90,30.5,,
,01:44:27,,3.5,17:09,,188,,3449.80,30.5,,
,01:44:28,,3.4,17:39,,188,,3450.70,30.6,,
,01:44:29,,3.4,17:39,,188,,3451.60,30.6,,
,01:44:30,,3.4,17:39,,188,,3452.30,30.5,,
,01:44:31,,3.3,18:11,,188,,3452.90,30.6,,
,01:44:32,,3.3,18:11,,188,,3453.60,30.6,,
,01:44:33,,3.3,18:11,,189,,3454.40,30.6,,
,01:44:34,,3.3,18:11,,189,,3455.10,30.7,,
,01:44:35,,3.4,17:39,,189,,3456.00,30.7,,
,01:44:36,,3.4,17:39,,189,,3457.00,30.6,,
,01:44:37,,3.4,17:39,,189,,3458.20,30.6,,
,01:44:38,,3.5,17:09,,189,,3459.20,30.7,,
,01:44:39,,3.6,16:40,,189,,3460.40,30.6,,
,01:44:40,,3.7,16:13,,189,,3461.90,30.6,,
,01:44:41,,3.7,16:13,,189,,3463.30,30.6,,
,01:44:42,,3.8,15:47,,189,,3464.60,30.6,,
,01:44:43,,3.9,15:23,,189,,3465.80,30.6,,
,01:44:44,,3.9,15:23,,189,,3466.80,30.6,,
,01:44:45,,3.8,15:47,,189,,3467.90,30.5,,
,01:44:46,,3.8,15:47,,189,,3469.10,30.5,,
,01:44:47,,3.8,15:47,,189,,3470.00,30.5,,
,01:44:48,,3.7,16:13,,189,,3470.90,30.6,,
,01:44:49,,3.7,16:13,,189,,3471.70,30.5,,
,01:44:50,,3.6,16:40,,189,,3472.40,30.5,,
,01:44:51,,3.5,17:09,,189,,3473.20,30.5,,
,01:44:52,,3.5,17:09,,189,,3473.90,30.5,,
,01:44:53,,3.5,17:09,,189,,3474.70,30.6,,
,01:44:54,,3.4,17:39,,189,,3475.50,30.5,,
,01:44:55,,3.2,18:45,,189,,3476.20,30.5,,
,01:44:56,,3.1,19:21,,189,,3476.80,30.5,,
,01:44:57,,3.1,19:21,,188,,3477.50,30.5,,
,01:44:58,,3.1,19:21,,188,,3478.20,30.5,,
,01:44:59,,3.1,19:21,,187,,3479.20,30.5,,
,01:45:00,,3.2,18:45,,187,,3480.00,30.5,,
,01:45:01,,3.1,19:21,,188,,3480.90,30.5,,
,01:45:02,,0.0,00:00,,188,,3481.60,30.7,,
,01:45:03,,1.1,54:33,,188,,3481.60,30.5,,
,01:45:04,,1.3,46:09,,188,,3481.60,30.5,,
,01:45:05,,1.2,50:00,,189,,3482.70,30.5,,
,01:45:06,,1.0,60:00,,189,,3483.30,30.5,,
,01:45:07,,1.2,50:00,,189,,3483.50,30.5,,
,01:45:08,,1.4,42:51,,189,,3484.00,30.5,,
,01:45:09,,1.7,35:18,,189,,3484.50,30.5,,
,01:45:10,,2.0,30:00,,189,,3485.10,30.5,,
,01:45:11,,2.2,27:16,,189,,3486.00,30.5,,
,01:45:12,,2.3,26:05,,189,,3486.90,30.6,,
,01:45:13,,2.5,24:00,,189,,3487.80,30.5,,
,01:45:14,,2.5,24:00,,189,,3488.70,30.5,,
,01:45:15,,2.7,22:13,,189,,3490.00,30.5,,
,01:45:16,,2.7,22:13,,189,,3491.20,30.5,,
,01:45:17,,2.8,21:26,,189,,3492.30,30.5,,
,01:45:18,,2.7,22:13,,189,,3493.60,30.5,,
,01:45:19,,2.5,24:00,,189,,3494.70,30.5,,
,01:45:20,,2.3,26:05,,189,,3495.40,30.7,,
,01:45:21,,2.1,28:34,,189,,3495.90,30.5,,
,01:45:22,,1.9,31:35,,189,,3496.50,30.5,,
,01:45:23,,1.9,31:35,,189,,3497.10,30.5,,
,01:45:24,,1.9,31:35,,189,,3497.90,30.5,,
,01:45:25,,2.0,30:00,,189,,3498.70,30.6,,
,01:45:26,,2.1,28:34,,189,,3499.30,30.5,,
,01:45:27,,2.2,27:16,,189,,3500.00,30.5,,
,01:45:28,,2.5,24:00,,189,,3501.00,30.5,,
,01:45:29,,2.7,22:13,,189,,3502.40,30.6,,
,01:45:30,,2.9,20:41,,189,,3503.80,30.5,,
,01:45:31,,3.0,20:00,,189,,3505.00,30.5,,
,01:45:32,,3.1,19:21,,189,,3506.20,30.5,,
,01:45:33,,3.1,19:21,,189,,3507.10,30.6,,
,01:45:34,,3.1,19:21,,189,,3508.00,30.5,,
,01:45:35,,3.1,19:21,,189,,3508.80,30.5,,
,01:45:36,,3.1,19:21,,189,,3509.60,30.5,,
,01:45:37,,3.1,19:21,,189,,3510.20,30.5,,
,01:45:38,,3.1,19:21,,189,,3510.80,30.5,,
,01:45:39,,3.1,19:21,,189,,3511.50,30.6,,
,01:45:40,,3.1,19:21,,189,,3512.50,30.5,,
,01:45:41,,3.1,19:21,,189,,3513.30,30.6,,
,01:45:42,,3.1,19:21,,189,,3514.30,30.5,,
,01:45:43,,3.2,18:45,,189,,3515.30,30.6,,
,01:45:44,,3.2,18:45,,189,,3516.50,30.5,,
,01:45:45,,3.2,18:45,,189,,3517.60,30.6,,
,01:45:46,,3.2,18:45,,189,,3518.50,30.5,,
,01:45:47,,3.2,18:45,,189,,3519.40,30.6,,
,01:45:48,,3.2,18:45,,189,,3520.30,30.5,,
,01:45:49,,3.2,18:45,,189,,3521.10,30.5,,
,01:45:50,,3.2,18:45,,189,,3522.00,30.5,,
,01:45:51,,3.3,18:11,,190,,3523.00,30.8,,
,01:45:52,,3.3,18:11,,190,,3524.20,30.5,,
,01:45:53,,3.4,17:39,,190,,3525.30,30.5,,
,01:45:54,,3.4,17:39,,190,,3526.40,30.6,,
,01:45:55,,3.4,17:39,,190,,3527.70,30.6,,
,01:45:56,,3.5,17:09,,190,,3529.00,30.5,,
,01:45:57,,3.5,17:09,,190,,3530.30,30.6,,
,01:45:58,,3.5,17:09,,190,,3531.50,30.5,,
,01:45:59,,3.5,17:09,,189,,3532.60,30.5,,
,01:46:00,,3.5,17:09,,189,,3533.30,30.5,,
,01:46:01,,3.5,17:09,,190,,3533.90,30.5,,
,01:46:02,,3.4,17:39,,190,,3534.60,30.5,,
,01:46:03,,3.4,17:39,,190,,3535.60,30.5,,
,01:46:04,,3.4,17:39,,190,,3536.40,30.5,,
,01:46:05,,3.4,17:39,,190,,3537.30,30.5,,
,01:46:06,,3.4,17:39,,190,,3538.20,30.6,,
,01:46:07,,3.5,17:09,,190,,3539.10,30.5,,
,01:46:08,,3.5,17:09,,190,,3540.10,30.5,,
,01:46:09,,3.6,16:40,,190,,3541.50,30.5,,
,01:46:10,,3.6,16:40,,190,,3542.90,30.5,,
